username;password;email;firstname;lastname;city;country;cohort1
wermesonmcculloch;#Hv$21Yq;wermesonmcculloch@mail.local;Wermeson;McCulloch;Nova Santa Rosa;BR;T01
clemenciospence;1&@iCA9v;clemenciospence@mail.local;Clemêncio;Spence;Arapoti;BR;T01
eugeniograves;8ce6A%Y$;eugeniograves@mail.local;Eugénio;Graves;Antonina;BR;T01
corsinohiggins;qKR1@2%a;corsinohiggins@mail.local;Corsino;Higgins;Figueira;BR;T01
zafrielhubbard;@FY76#nf;zafrielhubbard@mail.local;Zafriel;Hubbard;São Jorge do Ivaí;BR;T01
veridianocantu;Hz3#w5M%;veridianocantu@mail.local;Veridiano;Cantu;Paulo Frontin;BR;T01
arquimedesfournier;3#CvlD1%;arquimedesfournier@mail.local;Arquimedes;Fournier;Jaguariaíva;BR;T01
tobiascollier;0H&a@z7T;tobiascollier@mail.local;Tobias;Collier;Manfrinópolis;BR;T01
adeodatobrewer;#2vV&eR9;adeodatobrewer@mail.local;Adeodato;Brewer;Guapirama;BR;T01
asermurray;ZeB$73%d;asermurray@mail.local;Áser;Murray;Congonhinhas;BR;T01
cintiodelaney;zPQ@f%09;cintiodelaney@mail.local;Cíntio;Delaney;Rio Negro;BR;T01
jonataswyatt;V82@Xn#l;jonataswyatt@mail.local;Jónatas;Wyatt;Palmas;BR;T01
magdomcintyre;Z0qs$8Y&;magdomcintyre@mail.local;Magdo;McIntyre;Lapa;BR;T01
rigobertolittle;RP21x&@h;rigobertolittle@mail.local;Rigoberto;Little;Paula Freitas;BR;T01
julianoengland;0#lS2uY&;julianoengland@mail.local;Juliano;England;Arapoti;BR;T01
irineukane;ji9&@T7V;irineukane@mail.local;Irineu;Kane;Flor da Serra do Sul;BR;T01
betinomattingly;y%@02IsW;betinomattingly@mail.local;Betino;Mattingly;Alvorada do Sul;BR;T01
aleumcintosh;d$s8VX2%;aleumcintosh@mail.local;Aleu;McIntosh;Pranchita;BR;T01
anicetopollock;@cS2N8#o;anicetopollock@mail.local;Aniceto;Pollock;Tamarana;BR;T01
adrielnielsen;$@9pKdU3;adrielnielsen@mail.local;Adriel;Nielsen;Rio Azul;BR;T01
torcatocurtis;Er09@Am$;torcatocurtis@mail.local;Torcato;Curtis;São Tomé;BR;T01
valdomirohays;1%k&Ob0D;valdomirohays@mail.local;Valdomiro;Hays;Colorado;BR;T01
gentilbell;6o@l&JT3;gentilbell@mail.local;Gentil;Bell;Francisco Alves;BR;T01
eladioself;O1bM@$7o;eladioself@mail.local;Eládio;Self;Planaltina do Paraná;BR;T01
cecilioholder;3k&%KWd0;cecilioholder@mail.local;Cecílio;Holder;Imbaú;BR;T01
adautolarsen;H3G#k2&x;adautolarsen@mail.local;Adauto;Larsen;Ubiratã;BR;T01
madubender;&fpW$U98;madubender@mail.local;Madu;Bender;Rio Azul;BR;T01
aquilaralston;0Apk%4X&;aquilaralston@mail.local;Áquila;Ralston;Tibagi;BR;T01
adelindomoss;%P2rEv1@;adelindomoss@mail.local;Adelindo;Moss;Quatro Pontes;BR;T01
conradoadkins;&#8Go2Dz;conradoadkins@mail.local;Conrado;Adkins;Ivaté;BR;T01
quirilocostello;4I#k3%cU;quirilocostello@mail.local;Quirilo;Costello;Rosário do Ivaí;BR;T01
sadrudinegunn;Wex&@8P3;sadrudinegunn@mail.local;Sadrudine;Gunn;Pinhalão;BR;T01
adalsindostokes;10%$jsKJ;adalsindostokes@mail.local;Adalsindo;Stokes;Planalto;BR;T01
lecciomcintyre;0$@y7tFZ;lecciomcintyre@mail.local;Léccio;McIntyre;Santa Maria do Oeste;BR;T01
adalbertosnow;N#1Cq6$o;adalbertosnow@mail.local;Adalberto;Snow;Pinhalão;BR;T01
rambertofuller;tGPc@2#3;rambertofuller@mail.local;Ramberto;Fuller;São João;BR;T01
vitalwilson;Jn$62&Xw;vitalwilson@mail.local;Vital;Wilson;Juranda;BR;T01
teodoromoore;&0Q1Rs%o;teodoromoore@mail.local;Teodoro;Moore;Planalto;BR;T01
arciliopatterson;&6v4FZ$p;arciliopatterson@mail.local;Arcílio;Patterson;Mandaguari;BR;T01
juventinobrown;&s16Tv@J;juventinobrown@mail.local;Juventino;Brown;Porto Rico;BR;T01
fabianofloyd;%v6&2GhE;fabianofloyd@mail.local;Fabiano;Floyd;Cafelândia;BR;T01
marcosrasmussen;2$mC1j&I;marcosrasmussen@mail.local;Marcos;Rasmussen;Paranacity;BR;T01
eduartinochurchill;$7Vq&xU1;eduartinochurchill@mail.local;Eduartino;Churchill;Ângulo;BR;T01
higinoharris;%6IToj#0;higinoharris@mail.local;Higino;Harris;Guapirama;BR;T01
sindulfosimpson;2%Oq8X$f;sindulfosimpson@mail.local;Sindulfo;Simpson;Janiópolis;BR;T01
wallacejohnson;m%P@i54V;wallacejohnson@mail.local;Wallace;Johnson;Jardim Olinda;BR;T01
quilianohernandez;4Xs%6It$;quilianohernandez@mail.local;Quiliano;Hernandez;Iporã;BR;T01
calistodowney;gDs57Z#&;calistodowney@mail.local;Calisto;Downey;Tunas do Paraná;BR;T01
heldooconnell;i3&cA1#Q;heldooconnell@mail.local;Heldo;O’Connell;Missal;BR;T01
betinoklein;U8Gz$0%t;betinoklein@mail.local;Betino;Klein;Mariópolis;BR;T01
gascaocochran;Vo$%3Yc6;gascaocochran@mail.local;Gascão;Cochran;Jacarezinho;BR;T01
boanergesalmeida;t$@7OW4q;boanergesalmeida@mail.local;Boanerges;Almeida;São Carlos do Ivaí;BR;T01
cidfinnegan;8pK#w$2G;cidfinnegan@mail.local;Cid;Finnegan;Quatro Barras;BR;T01
enzomacleod;08%mXkJ#;enzomacleod@mail.local;Enzo;MacLeod;Renascença;BR;T01
ataoyates;5%xl4@VW;ataoyates@mail.local;Atão;Yates;Piên;BR;T01
orestesbender;#H79Pw@n;orestesbender@mail.local;Orestes;Bender;Rancho Alegre D´oeste;BR;T01
melquinlan;#yKF$2f8;melquinlan@mail.local;Mel;Quinlan;Cidade Gaúcha;BR;T01
hazaelmontgomery;$&1N5xmJ;hazaelmontgomery@mail.local;Hazael;Montgomery;Sapopema;BR;T01
santanatempleton;&K#0za9D;santanatempleton@mail.local;Santana;Templeton;Pitanga;BR;T01
osmardawson;6fSJ&3g$;osmardawson@mail.local;Osmar;Dawson;Ariranha do Ivaí;BR;T01
marcelinooconnell;I1%znO#3;marcelinooconnell@mail.local;Marcelino;O’Connell;Honório Serpa;BR;T01
oscardevine;4y6%qAT$;oscardevine@mail.local;Óscar;Devine;Francisco Beltrão;BR;T01
claudemirochristie;05UpkC%$;claudemirochristie@mail.local;Claudemiro;Christie;Ramilândia;BR;T01
vitorinohiggins;4&jr@LG3;vitorinohiggins@mail.local;Vitorino;Higgins;Cruzmaltina;BR;T01
djalmelaw;iN&0k2S#;djalmelaw@mail.local;Djalme;Law;Brasilândia do Sul;BR;T01
laurodavidson;Xx8Pw9$%;laurodavidson@mail.local;Lauro;Davidson;Grandes Rios;BR;T01
enzocleveland;0$IZ4w@q;enzocleveland@mail.local;Enzo;Cleveland;Pinhais;BR;T01
ingocooley;6xw#3%EW;ingocooley@mail.local;Ingo;Cooley;Ourizona;BR;T01
evangelinotrevino;T2@Ae0$a;evangelinotrevino@mail.local;Evangelino;Trevino;Goioerê;BR;T01
alpoimclarke;S@2v&Kf5;alpoimclarke@mail.local;Alpoim;Clarke;Virmond;BR;T01
melcochandler;#8w0fC&O;melcochandler@mail.local;Melco;Chandler;São José da Boa Vista;BR;T01
leniomooney;4%wx8#CA;leniomooney@mail.local;Lénio;Mooney;Santa Isabel do Ivaí;BR;T01
laurianoreed;t%8@u7YF;laurianoreed@mail.local;Lauriano;Reed;Ventania;BR;T01
claromcdougall;2&%QW5ui;claromcdougall@mail.local;Claro;McDougall;Verê;BR;T01
denilkoch;7Vl#3Tk&;denilkoch@mail.local;Denil;Koch;Palmeira;BR;T01
oseiasmonahan;0c$KY6b%;oseiasmonahan@mail.local;Oseias;Monahan;Saudade do Iguaçu;BR;T01
corsinoquinn;UE49#q%a;corsinoquinn@mail.local;Corsino;Quinn;Lobato;BR;T01
esauskinner;KP%3q$e5;esauskinner@mail.local;Esaú;Skinner;São Sebastião da Amoreira;BR;T01
esteliobaldwin;TL8%so4#;esteliobaldwin@mail.local;Estélio;Baldwin;Coronel Domingos Soares;BR;T01
serafimbyrne;6Z5%w@To;serafimbyrne@mail.local;Serafim;Byrne;Nova Laranjeiras;BR;T01
irminosears;$Iw96B%l;irminosears@mail.local;Irmino;Sears;Nova Santa Bárbara;BR;T01
valeriowhalen;%HUm@q23;valeriowhalen@mail.local;Valério;Whalen;Itaipulândia;BR;T01
cidmurphy;HNk@5e&3;cidmurphy@mail.local;Cid;Murphy;Cantagalo;BR;T01
nelsonpollard;d$u%3RD0;nelsonpollard@mail.local;Nelson;Pollard;Ponta Grossa;BR;T01
urienmcwilliams;$w3QNa@9;urienmcwilliams@mail.local;Urien;McWilliams;Capitão Leônidas Marques;BR;T01
edengalbraith;#Ev5N9@x;edengalbraith@mail.local;Eden;Galbraith;Goioxim;BR;T01
faustinokelley;7%&uPr2Y;faustinokelley@mail.local;Faustino;Kelley;Quarto Centenário;BR;T01
gomafloyd;%6HX&jb8;gomafloyd@mail.local;Goma;Floyd;Bituruna;BR;T01
claudiomackenzie;6dv0NX@%;claudiomackenzie@mail.local;Cláudio;MacKenzie;Tupãssi;BR;T01
alvaromahoney;M%7ty$3J;alvaromahoney@mail.local;Álvaro;Mahoney;Itambaracá;BR;T01
silvianomoore;0%qLd9#C;silvianomoore@mail.local;Silviano;Moore;Santa Izabel do Oeste;BR;T01
euricoelliott;$@0GKv3z;euricoelliott@mail.local;Eurico;Elliott;São Pedro do Iguaçu;BR;T01
ubaldoelliott;#xd57M&E;ubaldoelliott@mail.local;Ubaldo;Elliott;Ortigueira;BR;T01
consulinopope;4&@R9Iab;consulinopope@mail.local;Consulino;Pope;Quarto Centenário;BR;T01
laurindokeating;p7%&D6Yj;laurindokeating@mail.local;Laurindo;Keating;Cambira;BR;T01
ramoncassidy;0$W7A@fm;ramoncassidy@mail.local;Ramon;Cassidy;Cambé;BR;T01
pascoalmcdonough;&w$Dm7U8;pascoalmcdonough@mail.local;Pascoal;McDonough;Nova Aliança do Ivaí;BR;T01
joscelinocleveland;yN0&P8#m;joscelinocleveland@mail.local;Joscelino;Cleveland;Porto Vitória;BR;T01
deolindoedwards;p4@&hIV3;deolindoedwards@mail.local;Deolindo;Edwards;Nova Prata do Iguaçu;BR;T01
aderiosimpson;e&d7XV1#;aderiosimpson@mail.local;Adério;Simpson;Mariópolis;BR;T01
roischofield;sdB2H9$@;roischofield@mail.local;Rói;Schofield;Arapongas;BR;T01
idelsostrickland;7%U8K$qx;idelsostrickland@mail.local;Idelso;Strickland;Quatro Barras;BR;T01
idavidemcgraw;@Esm%46K;idavidemcgraw@mail.local;Idavide;McGraw;Uraí;BR;T01
luteromcintosh;&NgX79q#;luteromcintosh@mail.local;Lutero;McIntosh;Ponta Grossa;BR;T01
filinomccall;HB@$3cy1;filinomccall@mail.local;Filino;McCall;Alto Paraná;BR;T01
custodiohamilton;S9$No4m%;custodiohamilton@mail.local;Custódio;Hamilton;São Tomé;BR;T01
bonifaciochase;I59Y$c&j;bonifaciochase@mail.local;Bonifácio;Chase;Sabáudia;BR;T01
gilbertograham;Sq2%v3V$;gilbertograham@mail.local;Gilberto;Graham;Adrianópolis;BR;T01
adoniaskearns;s0PdX$&7;adoniaskearns@mail.local;Adonias;Kearns;Barra do Jacaré;BR;T01
jaqueconrad;$xe8G&0O;jaqueconrad@mail.local;Jaque;Conrad;Quitandinha;BR;T01
oliveriowarner;H%Pt&96y;oliveriowarner@mail.local;Olivério;Warner;Colorado;BR;T01
socratesrichardson;Opr$06B%;socratesrichardson@mail.local;Sócrates;Richardson;Honório Serpa;BR;T01
isidorooleary;T@&61Yae;isidorooleary@mail.local;Isidoro;O’Leary;Pato Bragado;BR;T01
rafaeloallen;#JH%93xr;rafaeloallen@mail.local;Rafaelo;Allen;Balsa Nova;BR;T01
warleybarton;3aR@w5&X;warleybarton@mail.local;Warley;Barton;Jesuítas;BR;T01
telmohall;2B$S&sc1;telmohall@mail.local;Telmo;Hall;Rosário do Ivaí;BR;T01
feliciovelez;aC%o25N#;feliciovelez@mail.local;Felício;Velez;Itambé;BR;T01
aserbrooks;uJX4t6#$;aserbrooks@mail.local;Áser;Brooks;Itaguajé;BR;T01
enzopurcell;b@XE2%1o;enzopurcell@mail.local;Enzo;Purcell;Guamiranga;BR;T01
santanahewitt;t8%5MQj$;santanahewitt@mail.local;Santana;Hewitt;São Tomé;BR;T01
enzodonaldson;&5i@ZyY2;enzodonaldson@mail.local;Enzo;Donaldson;Itambaracá;BR;T01
udoyune;rb9$NS8%;udoyune@mail.local;Udo;Yune;Rio Bonito do Iguaçu;BR;T01
licinianoxuan;kv09Y$W@;licinianoxuan@mail.local;Liciniano;Xuan;Ibiporã;BR;T01
silvanolong;y2h%P#V0;silvanolong@mail.local;Silvano;Long;Maringá;BR;T01
inaciodriscoll;14&r$pTD;inaciodriscoll@mail.local;Inácio;Driscoll;Astorga;BR;T01
aliviochristian;x@K95Jo&;aliviochristian@mail.local;Alívio;Christian;Missal;BR;T01
cesariofagan;Qg6y1V$#;cesariofagan@mail.local;Cesário;Fagan;Conselheiro Mairinck;BR;T01
eusebiohanna;$zDI2@f7;eusebiohanna@mail.local;Eusébio;Hanna;Diamante D´oeste;BR;T02
janiquekirby;$9DE&og3;janiquekirby@mail.local;Janique;Kirby;Esperança Nova;BR;T02
eustaquiomuir;$#Z2vQr1;eustaquiomuir@mail.local;Eustáquio;Muir;Colombo;BR;T02
tierrioliver;oh%14W$X;tierrioliver@mail.local;Tierri;Oliver;Paranavaí;BR;T02
firminozahn;01w%@nEF;firminozahn@mail.local;Firmino;Zahn;Nova Esperança do Sudoeste;BR;T02
eniobanks;9f@3&FcH;eniobanks@mail.local;Énio;Banks;Umuarama;BR;T02
romariopenn;J$Sj90&k;romariopenn@mail.local;Romário;Penn;Altônia;BR;T02
isidrobowen;O1@3x%kQ;isidrobowen@mail.local;Isidro;Bowen;Nova Cantu;BR;T02
jordaoharrison;4ar%@P3H;jordaoharrison@mail.local;Jordão;Harrison;Jandaia do Sul;BR;T02
abraobaird;#%Uk0cI6;abraobaird@mail.local;Abrão;Baird;Bom Sucesso do Sul;BR;T02
priaohutchison;7F&9qK@m;priaohutchison@mail.local;Prião;Hutchison;Rondon;BR;T02
gianicastillo;4cVa&N7%;gianicastillo@mail.local;Giani;Castillo;Joaquim Távora;BR;T02
hilariodrew;qk53$BE@;hilariodrew@mail.local;Hilário;Drew;Jardim Alegre;BR;T02
marschneider;8IY%5u@a;marschneider@mail.local;Mar;Schneider;Agudos do Sul;BR;T02
