username;password;email;firstname;lastname;city;country;cohort1
vilmareid;%4o#1NXm;vilmareid@mail.local;Vilma;Reid;Bom Jesus do Sul;BR;T01
osvaldamcculloch;5A8&w@Hx;osvaldamcculloch@mail.local;Osvalda;McCulloch;Boa Esperança do Iguaçu;BR;T01
pinarossi;2@3tZ&cS;pinarossi@mail.local;Pina;Rossi;Jandaia do Sul;BR;T01
omeliagreene;&ex3X#J4;omeliagreene@mail.local;Omélia;Greene;Japurá;BR;T01
laurakirkland;r4C&j#M1;laurakirkland@mail.local;Laura;Kirkland;Guaíra;BR;T01
nilmaharding;kdH2T4&#;nilmaharding@mail.local;Nilma;Harding;São João do Triunfo;BR;T01
valentinedrew;#Gn@5O9t;valentinedrew@mail.local;Valentine;Drew;Cruzmaltina;BR;T01
gabrieliflynn;WCuj7%5&;gabrieliflynn@mail.local;Gabrieli;Flynn;Santa Mariana;BR;T01
deiserollins;4%cu@X1U;deiserollins@mail.local;Deise;Rollins;Nossa Senhora Das Graças;BR;T01
carlyreeves;#N@4Y3xz;carlyreeves@mail.local;Carly;Reeves;Guaraniaçu;BR;T01
daianacameron;&Qbf6W5%;daianacameron@mail.local;Daiana;Cameron;Porecatu;BR;T01
jaciaravega;&$3ZaJ6c;jaciaravega@mail.local;Jaciara;Vega;Brasilândia do Sul;BR;T01
danikacarter;j@XBq&12;danikacarter@mail.local;Danika;Carter;Bom Sucesso;BR;T01
florarowe;aDz%@Q15;florarowe@mail.local;Flora;Rowe;Santa Helena;BR;T01
laurenfreeman;i8Pf#%5O;laurenfreeman@mail.local;Lauren;Freeman;Campina da Lagoa;BR;T01
raimundaharris;sf7@U$6M;raimundaharris@mail.local;Raimunda;Harris;Maripá;BR;T01
omeliapayne;Ef#i%8N3;omeliapayne@mail.local;Omélia;Payne;Porto Rico;BR;T01
latashamacgregor;X3Yg9#q$;latashamacgregor@mail.local;Latasha;MacGregor;Palmeira;BR;T01
suzanyvogel;2V$A@7wv;suzanyvogel@mail.local;Suzany;Vogel;Castro;BR;T01
francielereid;Q&sk7A#9;francielereid@mail.local;Franciele;Reid;Campo Mourão;BR;T01
orianebender;%k$iKV78;orianebender@mail.local;Oriane;Bender;Inácio Martins;BR;T01
tallitamcnally;1%PMiw0$;tallitamcnally@mail.local;Tallita;McNally;Cambará;BR;T01
tallitaschroeder;YzaW15#%;tallitaschroeder@mail.local;Tallita;Schroeder;Doutor Ulysses;BR;T01
laurenshepherd;&8O#jXy2;laurenshepherd@mail.local;Lauren;Shepherd;Lobato;BR;T01
karolainemccurdy;ml8%$M0T;karolainemccurdy@mail.local;Karolaine;McCurdy;Pérola D´oeste;BR;T01
sitaself;v%Fm@W32;sitaself@mail.local;Sita;Self;Cruz Machado;BR;T01
paulabond;k9#y3I$P;paulabond@mail.local;Paula;Bond;Santo Antônio do Paraíso;BR;T01
luannarose;8c&HRg4$;luannarose@mail.local;Luanna;Rose;São Jerônimo da Serra;BR;T01
talitamay;7J5Mn%t&;talitamay@mail.local;Talita;May;Wenceslau Braz;BR;T01
julietesnow;#S$4qgZ6;julietesnow@mail.local;Juliete;Snow;Planaltina do Paraná;BR;T01
carinelowe;&Fyr1L4#;carinelowe@mail.local;Carine;Lowe;Francisco Beltrão;BR;T01
nilmaneal;FxtN7@$3;nilmaneal@mail.local;Nilma;Neal;Doutor Camargo;BR;T01
carmenwells;9$hw6W&A;carmenwells@mail.local;Carmen;Wells;Centenário do Sul;BR;T01
juliannemitchell;pB3Y@q6#;juliannemitchell@mail.local;Julianne;Mitchell;Santana do Itararé;BR;T01
sandyholmes;&r16@LlZ;sandyholmes@mail.local;Sandy;Holmes;Uraí;BR;T01
edwinamcgrath;cBC@21t&;edwinamcgrath@mail.local;Edwina;McGrath;Santo Inácio;BR;T01
isacopeland;1lZY#@w5;isacopeland@mail.local;Isa;Copeland;Porto Amazonas;BR;T01
guilherminaashby;0Y4oSu%#;guilherminaashby@mail.local;Guilhermina;Ashby;General Carneiro;BR;T01
danielechilders;z@Mp6X$1;danielechilders@mail.local;Daniele;Childers;Lidianópolis;BR;T01
daisywilliamson;B%m&H0h2;daisywilliamson@mail.local;Daisy;Williamson;Cafeara;BR;T01
najahutchison;G2bK$&c6;najahutchison@mail.local;Naja;Hutchison;São João do Ivaí;BR;T01
abigaillane;$ea0SY@5;abigaillane@mail.local;Abigail;Lane;Jesuítas;BR;T01
sonjashields;gV%29@Ez;sonjashields@mail.local;Sonja;Shields;Agudos do Sul;BR;T01
lepekarichards;@Fh7#sS3;lepekarichards@mail.local;Lepeka;Richards;Douradina;BR;T01
kemallowe;9a$iN#Y8;kemallowe@mail.local;Kemal;Lowe;Itaperuçu;BR;T01
valdabishop;p3d$RJ0#;valdabishop@mail.local;Valda;Bishop;Maringá;BR;T01
zulmiratierney;4zB3@$gL;zulmiratierney@mail.local;Zulmira;Tierney;Alvorada do Sul;BR;T01
daianeziegler;C$i6fQ@4;daianeziegler@mail.local;Daiane;Ziegler;Santana do Itararé;BR;T01
heliachristie;6#ZM7z$e;heliachristie@mail.local;Helia;Christie;Pontal do Paraná;BR;T01
darawaugh;6e9%X@wW;darawaugh@mail.local;Dara;Waugh;Mandirituba;BR;T01
manoelamcmanus;M%wK$x83;manoelamcmanus@mail.local;Manoela;McManus;Nova Cantu;BR;T01
valdahoover;&q4#w0XC;valdahoover@mail.local;Valda;Hoover;Cruzeiro do Oeste;BR;T01
nicollypadilla;@k8n5#PH;nicollypadilla@mail.local;Nicolly;Padilla;Rio Negro;BR;T01
lepekaflanagan;3C7t#jM@;lepekaflanagan@mail.local;Lepeka;Flanagan;Itaúna do Sul;BR;T01
sheilapower;lbUV8&#1;sheilapower@mail.local;Sheila;Power;Antônio Olinto;BR;T01
orianepike;l$@mL86X;orianepike@mail.local;Oriane;Pike;Barbosa Ferraz;BR;T01
noaalexander;Hlf@G23$;noaalexander@mail.local;Noa;Alexander;Novo Itacolomi;BR;T01
beagarrett;nKx5@6%E;beagarrett@mail.local;Bea;Garrett;Jardim Olinda;BR;T01
susannedoherty;&Q7zxX0#;susannedoherty@mail.local;Susanne;Doherty;Planalto;BR;T01
urniadaly;l&24%BzI;urniadaly@mail.local;Urânia;Daly;São Manoel do Paraná;BR;T01
karolainewatson;R&58j@Wr;karolainewatson@mail.local;Karolaine;Watson;Grandes Rios;BR;T01
julietemackinnon;@87Tx$Bm;julietemackinnon@mail.local;Juliete;MacKinnon;Tapejara;BR;T01
quirinawoodward;@TAa19$e;quirinawoodward@mail.local;Quirina;Woodward;Cândido de Abreu;BR;T01
adriafisher;#x8%S1Dc;adriafisher@mail.local;Adria;Fisher;São Carlos do Ivaí;BR;T01
geovannamcneil;I$fH%g39;geovannamcneil@mail.local;Geovanna;McNeil;Jaboti;BR;T01
rebeckahogan;4#pgR&N1;rebeckahogan@mail.local;Rebecka;Hogan;Perobal;BR;T01
jaciaraedwards;1Wz@9cB$;jaciaraedwards@mail.local;Jaciara;Edwards;Primeiro de Maio;BR;T01
adrianeflynn;2@BWf%6n;adrianeflynn@mail.local;Adriane;Flynn;Paraíso do Norte;BR;T01
leapatterson;%4VH6$oh;leapatterson@mail.local;Lea;Patterson;Ângulo;BR;T01
jasminmead;$fT0g&2G;jasminmead@mail.local;Jasmin;Mead;Coronel Domingos Soares;BR;T01
raphaellestiles;I0h3l#C@;raphaellestiles@mail.local;Raphaelle;Stiles;Jacarezinho;BR;T01
talitafanning;87#Je$Tk;talitafanning@mail.local;Talita;Fanning;Pontal do Paraná;BR;T01
francielewaddell;1&6J@cvP;francielewaddell@mail.local;Franciele;Waddell;Janiópolis;BR;T01
carlywood;c&39JS$u;carlywood@mail.local;Carly;Wood;Imbaú;BR;T01
urnialyon;QP%qm4&0;urnialyon@mail.local;Urânia;Lyon;Barra do Jacaré;BR;T01
luaneodonnell;TYh7r#4$;luaneodonnell@mail.local;Luane;O’Donnell;Cruzeiro do Iguaçu;BR;T01
pierinaelliott;2N#6f&rB;pierinaelliott@mail.local;Pierina;Elliott;Laranjal;BR;T01
hildachoate;Kz3$%Jt7;hildachoate@mail.local;Hilda;Choate;Maria Helena;BR;T01
telmacrowley;$RhX1a&4;telmacrowley@mail.local;Telma;Crowley;Quinta do Sol;BR;T01
rosanaclark;Qhw9K#4$;rosanaclark@mail.local;Rosana;Clark;Serranópolis do Iguaçu;BR;T01
becaaustin;9s%@4AbM;becaaustin@mail.local;Beca;Austin;Apucarana;BR;T01
adriamurphy;$39mZU@a;adriamurphy@mail.local;Adria;Murphy;Guairaçá;BR;T01
kirakeene;5&hW0Om%;kirakeene@mail.local;Kira;Keene;Godoy Moreira;BR;T01
babetekirby;1#2fG$uI;babetekirby@mail.local;Babete;Kirby;Cruzmaltina;BR;T01
ranyazimmer;Npt5W@7%;ranyazimmer@mail.local;Ranya;Zimmer;Céu Azul;BR;T01
francescajacobs;TZmu13&%;francescajacobs@mail.local;Francesca;Jacobs;Francisco Beltrão;BR;T01
pierastephenson;1gy9#EY%;pierastephenson@mail.local;Piera;Stephenson;Ponta Grossa;BR;T01
fabianawaugh;0d@FR$3v;fabianawaugh@mail.local;Fabiana;Waugh;Paranapoema;BR;T01
becamccain;Z9#cV&n6;becamccain@mail.local;Beca;McCain;Atalaia;BR;T01
dianepatton;yJN&80f$;dianepatton@mail.local;Diane;Patton;Santo Antônio do Caiuá;BR;T01
joseanemueller;RzxV5@0%;joseanemueller@mail.local;Joseane;Mueller;Borrazópolis;BR;T01
rosemead;x7BG@5r&;rosemead@mail.local;Rose;Mead;Nova Londrina;BR;T01
deisegonzales;&VH5gb0$;deisegonzales@mail.local;Deise;Gonzales;Marquinho;BR;T01
ximenaserrano;MF%5@8bj;ximenaserrano@mail.local;Ximena;Serrano;General Carneiro;BR;T01
manoelanapier;Ce8%&c7P;manoelanapier@mail.local;Manoela;Napier;Janiópolis;BR;T01
rosemaryjohnston;2u@GDa7&;rosemaryjohnston@mail.local;Rosemary;Johnston;Turvo;BR;T01
vianapreston;o$94E#Lj;vianapreston@mail.local;Viana;Preston;Piên;BR;T01
quarbradford;&hP$R1k0;quarbradford@mail.local;Quar;Bradford;Lunardelli;BR;T01
suzanemalloy;%CE6$uh9;suzanemalloy@mail.local;Suzane;Malloy;Uraí;BR;T01
olgaputnam;LP&4$k5a;olgaputnam@mail.local;Olga;Putnam;Tunas do Paraná;BR;T01
valiacastro;&@ZeJ26z;valiacastro@mail.local;Valia;Castro;Cruzeiro do Sul;BR;T01
zafiramcknight;$bJ%3t0V;zafiramcknight@mail.local;Zafira;McKnight;Rosário do Ivaí;BR;T01
rafaellahansen;7@Gt&3Hk;rafaellahansen@mail.local;Rafaella;Hansen;Tapejara;BR;T01
polianacantu;4Dvp3&B#;polianacantu@mail.local;Poliana;Cantu;Cidade Gaúcha;BR;T01
sandymaloney;$0tV7Rz@;sandymaloney@mail.local;Sandy;Maloney;Figueira;BR;T01
nicolywilliamson;w#0&M5iK;nicolywilliamson@mail.local;Nicoly;Williamson;Rolândia;BR;T01
panekirodriguez;Ofm0K8@&;panekirodriguez@mail.local;Paneki;Rodriguez;Ariranha do Ivaí;BR;T01
isabelmcneill;0&r%7cHL;isabelmcneill@mail.local;Isabel;McNeill;Mallet;BR;T01
elisabeteweaver;4%u3Vm&K;elisabeteweaver@mail.local;Elisabete;Weaver;Santa Isabel do Ivaí;BR;T01
kelikaxuan;%&PvY25s;kelikaxuan@mail.local;Kelika;Xuan;Guaraqueçaba;BR;T01
bellabird;0$h#6cTH;bellabird@mail.local;Bella;Bird;São José Das Palmeiras;BR;T01
carinejoyce;S@hJ3%0l;carinejoyce@mail.local;Carine;Joyce;Xambrê;BR;T01
teodorabragg;B@58$eOt;teodorabragg@mail.local;Teodora;Bragg;Cruzeiro do Iguaçu;BR;T01
susanemarshall;#2@j3hCX;susanemarshall@mail.local;Susane;Marshall;Uraí;BR;T01
neilakoenig;$2oI@R8l;neilakoenig@mail.local;Neila;Koenig;Itambaracá;BR;T01
beaumontsawyer;Vo58S%@z;beaumontsawyer@mail.local;Beaumont;Sawyer;Ivaté;BR;T01
eleonoramalone;l72%XH$m;eleonoramalone@mail.local;Eleonora;Malone;Icaraíma;BR;T01
helmaroach;s@3&rK0H;helmaroach@mail.local;Helma;Roach;Corumbataí do Sul;BR;T01
latoniamaloney;Hb#82m&P;latoniamaloney@mail.local;Latonia;Maloney;São Carlos do Ivaí;BR;T01
valentinelopez;G0tx3#&T;valentinelopez@mail.local;Valentine;Lopez;Mangueirinha;BR;T01
lauramatthews;aY2&fN8#;lauramatthews@mail.local;Laura;Matthews;Barracão;BR;T01
karenabernathy;5s%iJ4Z&;karenabernathy@mail.local;Karen;Abernathy;Siqueira Campos;BR;T01
bellahampton;$5Sl@2aR;bellahampton@mail.local;Bella;Hampton;Nova Olímpia;BR;T01
otiliafournier;gl&9P2O#;otiliafournier@mail.local;Otília;Fournier;Pérola D´oeste;BR;T01
jaciaraurquhart;$L98Mjw@;jaciaraurquhart@mail.local;Jaciara;Urquhart;Bom Sucesso do Sul;BR;T01
suziglass;zG1aP&4$;suziglass@mail.local;Suzi;Glass;Jundiaí do Sul;BR;T01
isabellimoreno;5n$1ZuJ%;isabellimoreno@mail.local;Isabelli;Moreno;Ponta Grossa;BR;T01
raphaelacross;C@oz74%E;raphaelacross@mail.local;Raphaela;Cross;Sengés;BR;T01
irmaharper;O6$&7Lng;irmaharper@mail.local;Irma;Harper;Vitorino;BR;T01
xeniaingram;&Aa@w5X7;xeniaingram@mail.local;Xénia;Ingram;Loanda;BR;T01
rebeckahurley;q#Z4r2&W;rebeckahurley@mail.local;Rebecka;Hurley;Presidente Castelo Branco;BR;T01
jasminelyon;%xmO8$9P;jasminelyon@mail.local;Jasmine;Lyon;Prado Ferreira;BR;T01
tainaracurran;p0$@8ZMh;tainaracurran@mail.local;Tainara;Curran;Diamante D´oeste;BR;T01
susanneboone;@q#j4T0I;susanneboone@mail.local;Susanne;Boone;Lunardelli;BR;T01
najajackson;uTg%8L9#;najajackson@mail.local;Naja;Jackson;Mariluz;BR;T01
zelinasnyder;@0&s9UHy;zelinasnyder@mail.local;Zelina;Snyder;Alto Paraná;BR;T01
leonahooper;1#$tuO8B;leonahooper@mail.local;Leona;Hooper;Terra Rica;BR;T01
deisearcher;uP9v%5&H;deisearcher@mail.local;Deise;Archer;Santa Tereza do Oeste;BR;T01
panekimckee;B65@Kk$w;panekimckee@mail.local;Paneki;McKee;Atalaia;BR;T01
jussaragentry;#PO5i3e$;jussaragentry@mail.local;Jussara;Gentry;Saudade do Iguaçu;BR;T01
luaramccaffrey;0S&f8#Rc;luaramccaffrey@mail.local;Luara;McCaffrey;Entre Rios do Oeste;BR;T01
joaquinabanks;4#%AI6pb;joaquinabanks@mail.local;Joaquina;Banks;Iracema do Oeste;BR;T01
heloisaryan;Z29$rA@l;heloisaryan@mail.local;Heloísa;Ryan;Tomazina;BR;T01
yannibrooks;l&59Hs@K;yannibrooks@mail.local;Yanni;Brooks;Cruzeiro do Sul;BR;T01
valescahopper;FJ%$85ke;valescahopper@mail.local;Valesca;Hopper;Vera Cruz do Oeste;BR;T02
luanefallon;1$eA%3lU;luanefallon@mail.local;Luane;Fallon;Capanema;BR;T02
sophiealmeida;C@S%8a3i;sophiealmeida@mail.local;Sophie;Almeida;Reserva do Iguaçu;BR;T02
julianeboyd;&xT%17Pm;julianeboyd@mail.local;Juliane;Boyd;Bituruna;BR;T02
vilmatempleton;J#Nc6y%4;vilmatempleton@mail.local;Vilma;Templeton;Ouro Verde do Oeste;BR;T02
zaharanorth;%t$1Ev0R;zaharanorth@mail.local;Zahara;North;Marilândia do Sul;BR;T02
deisepratt;qF#%3g0Y;deisepratt@mail.local;Deise;Pratt;Dois Vizinhos;BR;T02
jasminmckenna;K%T$x09i;jasminmckenna@mail.local;Jasmin;McKenna;Tunas do Paraná;BR;T02
jasmimjimenez;4#&S0zBr;jasmimjimenez@mail.local;Jasmim;Jimenez;Maria Helena;BR;T02
samantacooney;3k%4s#UO;samantacooney@mail.local;Samanta;Cooney;Conselheiro Mairinck;BR;T02
urbelinapratt;wT7#2sL$;urbelinapratt@mail.local;Urbelina;Pratt;Cafeara;BR;T02
zahrabates;6#wO$iF4;zahrabates@mail.local;Zahra;Bates;Rancho Alegre D´oeste;BR;T02
geovannabrady;1n#7b$GV;geovannabrady@mail.local;Geovanna;Brady;Ortigueira;BR;T02
daianegleason;fI2P5#x@;daianegleason@mail.local;Daiane;Gleason;Ventania;BR;T02
malusutherland;6Uq$eH2#;malusutherland@mail.local;Malu;Sutherland;Altônia;BR;T02
zildawoods;7K@Tfj9$;zildawoods@mail.local;Zilda;Woods;Renascença;BR;T02
